AirBnB ID,Bedrooms,Bathrooms,Revenue,Occupancy Rate,ADR,Days Available,Lat,Lng
1099749679561147302,1,1.5,209071.7,70.27,1148.75,259,25.10440125,55.14883481
720191964635234228,1,1.5,208851.35,78.68,797.14,333,25.12989998,55.15319824
1251450877941960838,2,2,208649.36,77.53,1007.97,267,25.1011489,55.1421993
1085258591325636221,1,1.5,208454.72,87.93,681.22,348,25.10651243,55.15199513
1039693863924371570,2,2,208440.03,86.32,1031.88,234,25.09946,55.14101
1052827545003148359,1,2,208300.47,90.68,629.31,365,25.11257,55.13792
1140865281594738749,3,3.5,208263.75,59.83,1456.39,239,25.0994,55.13996
1183091616995591624,1,1,208120.52,95.07,599.77,365,25.09808,55.13945
878686713753390945,3,3,207848.75,85.45,884.46,275,25.09875421,55.12200443
1496310874987892433,2,2.5,207720.22,69.03,1331.54,226,25.09957,55.1407
1096875451803634713,2,3.5,207650.44,96.28,891.2,242,25.1193584,55.11035281
1309121739894766934,2,3.5,207613.71,73.25,902.67,314,25.0990814,55.1215699
1265267169204521615,1,1.5,206776.38,83.82,725.53,340,25.11168803,55.13938562
1204240042050748978,2,2,206739.66,75.79,957.13,285,25.0990416,55.14022
1256555705665580521,1,1,206302.63,80.74,723.87,353,25.0987351,55.1411128
792550881456421644,2,2,205920.69,87.3,1248,189,25.09878063,55.14066366
1015996314331560158,5,4.5,205917.02,37.44,2820.78,195,25.1408,55.137
46466729,1,1.5,205678.31,71.04,1117.82,259,25.10433006,55.14876938
1080188747963628652,1,1.5,205542.42,94.75,599.25,362,25.1121875,55.1386875
784857121411343145,1,1.5,205248.62,77.69,1016.08,260,25.10795,55.14256
1279532227986891170,2,2.5,205149.47,64.29,1266.35,252,25.104462,55.148837
1141877339415432035,1,2,204958.5,91.78,611.82,365,25.0990814,55.1215699
736711112125803756,2,2,204782.22,81.06,839.27,301,25.12762441,55.15390239
1188240511337557806,1,1,203856.97,85.75,651.3,365,25.0967614,55.1394516
717171157403920579,1,1.5,203849.62,79.21,849.37,303,25.1298008,55.15309906
1285293557167957385,1,1.5,203790.86,93.4,1029.25,212,25.1141446,55.13993161
1482453475217255903,0,2,203438.3,69.43,1105.64,265,25.09891,55.14167
1217300532539600130,2,2,202964.55,84.25,825.06,292,25.09664,55.13945
,4,3.5,202887.43,46.77,2158.38,201,25.1127,55.14322
1291126122306624642,2,2.5,201715.9,87.97,862.03,266,25.1145375,55.1363281
1084445859234735256,2,2,200470.92,89.38,992.43,226,25.09837021,55.14131954
1171565727089414897,1,1,199835.58,92.76,708.64,304,25.0990416,55.14022
810637517801962053,1,1.5,199795.18,79.7,759.68,330,25.11111291,55.1365668
988822067932496008,2,2.5,199141.48,66.67,921.95,324,25.1121875,55.1386406
,2,2,199009.27,63.16,1507.65,209,25.096121,55.139154
1118141685578422443,1,1,198829.31,88.56,733.69,306,25.11440901,55.13975444
1188389711790371354,2,2.5,198597.94,82.26,738.28,327,25.098594,55.12158
36999412,2,2.5,198227.02,64.16,1107.41,279,25.10945,55.14334
1197759318914862178,1,1.5,197856.1,67.23,831.33,354,25.1202273,55.1095678
836431230524873393,4,3.5,197786.32,65.38,1454.31,208,25.11288076,55.14332592
1077243605779733292,1,1.5,197198.72,94.75,574.92,362,25.11122172,55.13794795
1203522715555430486,1,1,196882.67,74.79,721.18,365,25.09871674,55.14110565
41176392,2,3.5,195850.7,87.5,874.33,256,25.12189102,55.11086655
1284537367171161311,1,1.5,195802.96,87.85,629.59,354,25.11155737,55.13844156
1240361788000551088,1,1,195252.08,89.21,638.08,343,25.11209,55.13859
898979703762729350,2,2,194216.44,74.49,886.83,294,25.09677168,55.13944687
1063291830818333384,2,2,193948.34,73,731.88,363,25.10179,55.14177
613545129158031086,2,2.5,193841.84,40.82,1778.37,267,25.107,55.15014
1322328289200510100,2,2,193412.16,92.89,925.42,225,25.10212,55.14326
1111400458538784060,2,2.5,193158.76,77.03,847.19,296,25.1121932,55.1386346
1122231871414583260,2,2,192607.88,72.38,735.14,362,25.09842,55.14056
1288992891013780057,2,2.5,192483.02,76.39,1166.56,216,25.100638,55.141931
1368744919616231210,4,3.5,192141.48,55.5,1731,200,25.09781103,55.14032738
1081286014957928126,1,1,192086.39,90.96,578.57,365,25.1121875,55.1386875
1033316898975025648,2,2,191509.81,57.09,1320.76,254,25.09686111,55.13984744
1439729423113300927,2,4,191182.95,63.86,1482.04,202,25.11098332,55.1397116
991083304092759074,1,1,190808.36,81.97,954.04,244,25.11338,55.141
784559189688202746,2,2.5,190801.01,83.64,829.57,275,25.1067996,55.1509661
1129058067848992412,2,2,190397.04,79.62,902.36,265,25.09924007,55.14075379
995513022922290042,1,1.5,189882.89,80.58,762.58,309,25.1159397,55.1407374
1021725211703073886,1,1,189530.33,98.25,564.08,342,25.1121932,55.1386346
669217340637286983,2,2,189438.52,79.58,991.82,240,25.09875,55.13862
1086693808843014654,1,1.5,189361.39,92.56,563.58,363,25.1121875,55.1386875
1241894083330137971,3,3,189185.11,81.14,1022.62,228,25.1074143,55.1501898
1254822157337450245,3,3.5,189107.99,64.63,1277.76,229,25.09673208,55.13885928
53794282,2,3.5,188623.22,77.78,869.23,279,25.12014008,55.11037445
1322378335915991858,3,3.5,188461.63,84.67,812.33,274,25.1158,55.13935
980246669046925974,2,2.5,188211.9,72.48,1006.48,258,25.0987642,55.1401943
,2,1,187778.55,86.93,705.93,306,25.09821,55.13949
51662811,2,2.5,187752.84,59.39,873.27,362,25.09989,55.11994
1421686961909541347,2,2,187407.62,73.56,976.08,261,25.0975842,55.1399019
1354867124664582407,3,2.5,187323.16,58.22,1429.95,225,25.1276284,55.1539424
1145526595956859711,2,2.5,187286.43,66.82,1328.27,211,25.11106306,55.13975802
1186145280985801057,1,2,186974.27,85.6,898.91,243,25.10928,55.1346
1186777986184484998,1,2,186853.08,92.31,677,299,25.11505,55.13922
780924096336537948,2,2.5,186735.56,56.81,1092.02,301,25.11686,55.1415
1233465843097961770,1,1,186423.39,80.39,649.56,357,25.09604,55.13753
1236765212407623623,1,1,186408.91,88.2,692.97,305,25.09640759,55.13734987
1179144288298658816,2,2,186082.05,73.56,857.52,295,25.10118,55.14272
1180897012812385143,1,1,185920.46,86.5,592.1,363,25.1121932,55.1386346
1049353408356414682,2,2,185894.76,70.62,1356.9,194,25.10119283,55.1422051
957846264264176344,2,3.5,185703.79,74.47,748.81,333,25.11346,55.14218
1134141839166077170,1,1.5,185417.33,56.76,1471.57,222,25.1039,55.1494
958503604905348546,3,3.5,184752.61,47.57,1454.74,267,25.09758,55.1399
1217285910802702209,3,4,183735.33,64.07,1241.45,231,25.0981909,55.14127064
1156929741494246894,1,1.5,183463.56,85.53,940.84,228,25.11440901,55.13975444
1107922531990729917,2,2,183335.02,84.43,889.98,244,25.0992385,55.1399058
,1,2,183103.65,70.48,1237.19,210,25.1114,55.137291
1321460127651484686,1,1.5,183030.2,74.19,1136.83,217,25.11021,55.13576
1330980501985453221,2,2,181304.13,84.23,827.87,260,25.09992999,55.14064449
1028759840372613343,3,3,180859.76,40,2318.71,195,25.10928,55.14056
1120040995663831219,1,1,180352.95,95.07,519.75,365,25.11165279,55.13848858
1125172787457415490,2,2,179401.77,82.93,1055.3,205,25.09818372,55.14101979
965235406029253978,2,3.5,179280.58,94.58,789.78,240,25.11919814,55.11084523
1391095162760751076,1,1,179159.39,72.54,713.78,346,25.09758604,55.13904839
939003319543567962,1,1,178711.15,81.37,601.72,365,25.11313,55.13981
1109976974615320500,2,2,178663.4,69.57,1116.65,230,25.09867681,55.14177799
674218081769217364,1,1.5,178391.64,76.52,675.73,345,25.11750031,55.10969925
1279034427030973456,1,1.5,178266.77,86.94,652.99,314,25.11161,55.13857
1251103016454627206,0,4,177895.85,60.96,1560.49,187,25.12261843,55.15392048
1241889282418294092,2,2,177884.83,75.61,1147.64,205,25.09953754,55.14099744
1446353730710313589,1,1,177730.59,74.68,753.1,316,25.09739637,55.14160551
1196276276537591770,1,1,177624.09,75.27,845.83,279,25.0990416,55.14022
,1,1,177598.38,81.61,833.8,261,25.09676,55.13945
1041796391927634407,2,2,176966.71,62.66,1171.96,241,25.13128635,55.15288851
1165903318407369186,3,3.5,176573.75,64.5,1044.82,262,25.10777894,55.15132391
594051227948531976,1,1.5,176426.85,77.69,938.44,242,25.113892,55.139572
1197758765276777322,1,1.5,176338.71,70.37,773.42,324,25.1313252,55.1529958
731739950842895852,1,1,176107.34,50.78,1354.67,256,25.09932,55.13936
1300477384676701652,1,1,176081.64,80.86,718.7,303,25.0987351,55.1402154
1244599040332687841,2,4.5,176074.29,74.18,1304.25,182,25.10791,55.14926
999882878253858812,1,1.5,176033.89,84.49,577.16,361,25.1131,55.13776
1161365490406216234,1,1,175864.96,96.69,501.04,363,25.11176936,55.13878899
1084107669345081411,2,2.5,175673.99,62.6,1140.74,246,25.1146,55.1356
1286039447698277249,1,1,175596.87,79.87,713.81,308,25.09786683,55.1404631
863609856055014684,1,1,175578.5,82.99,734.64,288,25.09695,55.13893
1189675666935721497,1,2,174851.35,94.65,580.9,318,25.09738,55.12086
1169561747986268901,1,1,174818.3,82.74,578.87,365,25.09947,55.13973
582323326027631047,2,2.5,174759.54,75.67,878.19,263,25.09755,55.14027
594035626705000118,1,1.5,174432.69,82.86,1002.49,210,25.113998,55.139893
776675163815960477,2,3,174263.75,60.92,1096,261,25.12937,55.15313
1078683721000145537,2,2,173955.26,65.52,1017.28,261,25.0981,55.14092
1099019098115393597,2,2,173815.71,79.65,944.65,231,25.10225,55.14328
1065119924091641221,2,2,173720.22,75.66,1214.83,189,25.09876,55.14019
1257788885305555834,0,1,173029.79,78.06,631.5,351,25.11377525,55.13996506
1378823255444411202,4,3.5,173022.45,78.97,1123.52,195,25.09842213,55.14013806
1319456135574211254,2,2,172912.27,92.59,768.5,243,25.0983984,55.1406875
1226566731311620568,1,1,172860.86,89.37,555.82,348,25.11154708,55.13850859
1217152410299812135,0,1,172853.51,92.6,511.4,365,25.111691,55.138266
890257037991546209,1,1,172640.51,92.52,634.71,294,25.0981282,55.1397625
1213616097912623703,3,2,172570.73,51.09,1835.86,184,25.11357,55.1385
745356521057191309,2,2.5,172130.03,54.09,1238.35,257,25.11158,55.13563
1359347651053034154,2,2.5,172005.16,45.04,1578.03,242,25.10447665,55.14809775
1031648299427253631,1,1,171678.31,72.3,692.25,343,25.10023,55.14166
1112023490323775255,1,1,171355.13,52.98,1134.8,285,25.09991406,55.13986674
919349913129259110,1,1.5,171281.68,46.89,1747.77,209,25.1131801,55.1407706
1256521266406954365,1,1,171002.57,79.37,684.01,315,25.0987351,55.1402154
778020829847475210,1,1,170870.36,73.9,635.21,364,25.11368,55.13986
1227225185561341253,0,1,170381.92,95.83,529.14,336,25.1121932,55.1386346
1060134474799970965,1,1,170231.35,94.17,502.16,360,25.11122172,55.13794795
53607528,1,1,169878.79,78.23,685,317,25.11155,55.13957
1267156820661010194,2,2,169687.82,55.09,1162.25,265,25.0999661,55.14109937
1111348807065221656,1,1,169324.24,63.86,798.7,332,25.09929,55.14115
1162211821972699172,1,1,169316.89,88.22,525.83,365,25.0981,55.14092
1388915963296130670,2,1.5,169294.86,57.77,990.03,296,25.11530174,55.14076219
1199131185271306263,0,1,169107.56,73.41,638.14,361,25.1121932,55.1386346
1142114955693053846,1,1,169078.18,89.83,797.54,236,25.09839722,55.14159998
1339015956058841800,1,1.5,168993.71,81.01,880.18,237,25.13136131,55.15294105
1117832360205349308,1,1,168457.53,78.95,935.88,228,25.10932,55.14796
1078703250689000149,1,1,168130.68,79.66,596.21,354,25.0981,55.14092
1304985935095211261,1,1.5,167789.13,80.61,707.97,294,25.1137853,55.1399566
1166513840819032927,0,1,167741.39,97.81,469.86,365,25.11176,55.13778
1444678094774523875,2,2,167249.28,73.73,889.62,255,25.09832,55.14021
1446977902799615611,3,3.5,167050.96,54.5,1380.59,222,25.1127,55.14102
1446224331793762578,1,1,166342.17,64.22,1188.16,218,25.1121932,55.1386346
1115804673747147786,1,1,166320.13,95.13,654.8,267,25.1131156,55.1379555
1322576049275248291,4,3.5,166037.35,57.44,1482.48,195,25.09657,55.13953
890107989655486787,1,1,165464.44,97.26,518.7,328,25.09958,55.13913
1173287125676380405,1,1,165357.94,87.71,626.36,301,25.0984,55.1407
,1,1.5,165335.9,93.44,683.21,259,25.11126,55.14345
1351092002312424190,2,2.5,165203.7,77.25,917.8,233,25.09978,55.14086
1234492751729877954,1,2,165133.92,49.54,1032.09,323,25.12867621,55.15379841
1183843000564402338,3,3,165023.74,54.39,1269.41,239,25.11166,55.1433
,1,2,164887.86,62.68,766.92,343,25.108603,55.137695
843445820805521469,1,1,164619.77,72.07,1028.87,222,25.10828,55.14964
660554331111604649,2,2.5,164395.75,86.22,847.4,225,25.0981282,55.1397625
1141007715774463160,1,1.5,164278.23,75,739.99,296,25.1122512,55.1378421
,1,1.5,164179.07,55.95,943.56,311,25.111694,55.11239
1166554982184487499,1,1.5,163521.69,89.54,596.79,306,25.11284,55.13785
1273819127619538299,1,1,163018.56,79.73,702.67,291,25.11382416,55.1395489
792558559426378988,1,1,162625.6,89.7,778.11,233,25.09881523,55.13992119
1228883492044250802,1,1.5,161718.49,78.72,624.4,329,25.11126,55.14148
1035328463666023648,3,3.5,161424.69,65.35,1222.91,202,25.1066865,55.1491811
1066761746878295321,1,0,161343.9,74.59,704.56,307,25.09961813,55.14071306
873553725358526824,0,2,161332.88,79.76,818.95,247,25.09956,55.13904
1135450564275176677,1,1,161292.48,81.02,674.86,295,25.10021,55.14253
1218614037091425612,1,1.5,161252.09,82.16,814.4,241,25.1124317,55.138978
893210264517287090,3,3.5,161031.74,62.32,1248.31,207,25.11362,55.1428
1315699587116217096,2,2.5,160881.16,82.07,1065.44,184,25.09777128,55.1402725
1090440470497611901,3,2.5,160675.5,51.49,1327.9,235,25.1110926,55.1433174
1162187628293931492,1,1,160605.73,87.5,533.57,344,25.0981,55.14092
1197758209727803058,1,1.5,160337.63,65.17,848.35,290,25.13081,55.15314
40799839,2,3.5,160212.77,89.43,789.23,227,25.11814,55.1102
1178985898626157470,0,1,160117.28,97.01,494.19,334,25.11312,55.13963
1031875726847654599,1,1,159599.46,86.28,667.78,277,25.11140685,55.13770368
1336006045958558613,4,3.5,159272.78,31.22,2308.3,221,25.09846714,55.14082014
1207937459320614481,1,1,159206.68,87.88,548.99,330,25.11161,55.13857
1439558638326940401,1,1.5,159188.32,60.31,1007.52,262,25.1138193,55.13977957
1105547471167529767,1,1.5,159012.03,86.59,665.32,276,25.11157146,55.13814107
40459967,2,3.5,158832.08,88.13,822.96,219,25.12014008,55.11036301
1206215820636917410,2,2.5,158373.02,91.35,937.12,185,25.1157508,55.1424985
740923350883894459,4,3.5,158174.7,65.43,1285.97,188,25.09731,55.13978
788176644206769790,1,1.5,158112.27,81.44,735.41,264,25.11522,55.14096
40712802,2,3.5,157939.66,84.21,897.38,209,25.12014008,55.11035156
,0,1,157910.28,76.45,797.53,259,25.11219,55.13863
1051279589264679917,2,2,157877.23,90.45,877.1,199,25.09919,55.14133
1007932754092530617,1,1,157796.44,91.61,534.9,322,25.11122172,55.13794795
43120241,1,1.5,157781.75,76.92,928.13,221,25.1414,55.13705
1112380494459659747,1,1.5,157392.46,95.05,546.5,303,25.11126058,55.13867752
1272407991498017370,2,2,157142.73,78.51,877.89,228,25.09932959,55.14065123
1293336937243867477,2,2.5,157069.28,72.9,1006.85,214,25.11115,55.13845
1165817880489648374,1,1.5,157025.21,70.59,688.71,323,25.12763,55.15394
1152660680731675972,2,2.5,156327.44,88.43,730.5,242,25.11178879,55.13887482
793893188761467662,1,1.5,156088.55,83.75,776.56,240,25.1159397,55.1407374
614982195222403613,2,2,155945.33,93.4,847.53,197,25.09687,55.139568
903332604747000741,1,1.5,155868.2,81.4,890.68,215,25.11377,55.14004
1240383755770977686,1,1,155677.23,89.5,869.71,200,25.09843911,55.13914023
573712116115316359,0,2.5,155666.22,78.89,991.5,199,25.09648,55.14074
1428269701458523243,1,1,155647.85,78.46,762.98,260,25.11267,55.13764
1300505826973264952,1,1.5,155486.26,88.85,591.2,296,25.11161,55.13857
1193320841276677448,2,2,155251.22,71.48,764.78,284,25.1002,55.14111
1186150752195223519,1,1.5,155122.69,69.92,618.02,359,25.11288,55.13893
1049793012521876422,1,1,155089.63,77.58,605.82,330,25.09808922,55.14092255
1356477985677715135,2,3,154814.2,81.78,841.38,225,25.10037986,55.14035154
1069658378666907217,0,1,154630.57,69.1,960.44,233,25.11193017,55.13857359
643221392254990243,1,1.5,154351.46,81.03,612.51,311,25.09807,55.14011
1257689080179134367,2,2.5,154248.63,77.35,852.2,234,25.11505018,55.13891863
,1,1.5,154178.85,74.01,685.24,304,25.11551,55.14031
984020623430574529,1,1.5,154013.59,85.77,751.29,239,25.1286337,55.1538954
1129723813823204470,1,1,153852,92.12,693.03,241,25.11145488,55.1386346
1264361793813756647,1,1,153690.41,77.13,584.37,341,25.09829872,55.13947717
1052054747038670491,1,1,153429.66,93.26,616.18,267,25.09733,55.1397
877501504715086253,1,1.5,153400.28,78.39,631.28,310,25.0988668,55.12192612
1177795690914866142,1,1,153047.72,86.26,487.41,364,25.11210577,55.13862924
1227408679875945830,1,1,152981.62,78.59,595.26,327,25.09794905,55.14075628
1172933656514316550,1,1,152904.5,83.29,502.98,365,25.11211129,55.1386721
5777080,1,1.5,152449.11,60,996.4,255,25.11582565,55.1408844
667514615849464998,0,3.5,152269.15,57.84,1290.42,204,25.11409,55.13576
1317168434209119602,2,2.5,152059.82,84.12,652.62,277,25.1078457,55.1461198
1435398505722327359,2,2,151743.99,75.69,1107.62,181,25.09802043,55.14091184
760145787160037583,1,2,151310.63,91.59,534.67,309,25.0988951,55.1207967
1249717444587878281,2,2,151270.23,78.75,800.37,240,25.1124317,55.138978
1294100010850824551,1,1,151244.53,67.11,741.39,304,25.1276393,55.15324056
627201163735592722,2,2,151196.78,67.56,854.22,262,25.09811,55.13937
1177344494571562157,1,1,151178.42,75.25,663.06,303,25.09833,55.14147
624230249006473058,1,1,151071.92,78.3,530.08,364,25.097534,55.140182
1067120711069925507,2,2.5,150991.12,66.12,1247.86,183,25.1176,55.1096
572290458652924903,1,1.5,150792.81,77.85,649.97,298,25.09604,55.13883
1232730055728648556,1,1,150682.63,78.31,579.55,332,25.0978549,55.1404177
969254135041761260,1,1.5,150594.49,79.63,700.44,270,25.12857895,55.15392726
896949659291211433,1,1.5,150583.48,72.99,592.85,348,25.12793,55.1534
1141912360724112181,2,2,150440.25,66.99,726.76,309,25.11283,55.14412
40749969,2,3.5,150407.2,95.14,854.59,185,25.12026024,55.11049652
53034518,1,1.5,150223.57,72.88,564.75,365,25.126753,55.153568
1149865794008950470,2,2.5,150095.03,73.64,926.51,220,25.116378,55.1384068
1177250700016555943,1,1,149951.81,72.32,717.47,289,25.09874237,55.14110609
995496295678043868,1,1.5,149874.68,89.36,594.74,282,25.1121932,55.1386346
1482675946902347561,0,1,148739.88,66.9,774.69,287,25.10166297,55.14367244
1276584114519302253,1,1,148442.41,76.89,811.16,238,25.1131974,55.1388547
1268926183784102952,1,1,148273.47,79.23,904.11,207,25.09662355,55.13936197
738772131660134105,2,3,148251.44,58.3,1140.4,223,25.1078,55.14978
1279999130781944045,1,1,147865.83,87.81,526.21,320,25.10225,55.14362
772167045432535141,2,2.5,147803.39,46.03,1063.33,302,25.10772,55.14868
1167328486176123099,1,1,147777.69,74.37,717.37,277,25.11467,55.14239
994154780387120172,1,1.5,147744.63,71.01,615.6,338,25.11245,55.13808
1253788810897991780,1,1.5,147601.41,78.27,602.45,313,25.11319142,55.13776755
1323280406027530553,2,2.5,147542.65,72.65,867.9,234,25.10078,55.14208
1132957316062315944,1,1.5,147384.73,82.35,701.83,255,25.12764532,55.15402356
1024341030387170322,0,1,147109.29,82.92,488.74,363,25.11151317,55.1387258
1370975710130113787,3,4.5,147109.29,36.23,1961.46,207,25.1404608,55.1371386
778612659345208894,2,2.5,146888.94,41.27,1412.39,252,25.13135,55.15299
1114934004603569716,1,1,146786.11,72.3,591.88,343,25.0981,55.14092
1120840771948811339,1,1.5,146771.42,87.08,621.91,271,25.1301775,55.1527583
1157178731564920135,1,1.5,146617.18,87.76,584.13,286,25.1121932,55.1386346
1488330305902266785,1,1.5,146455.59,58.27,904.05,278,25.1121932,55.1386346
1257092647112895765,1,1,146110.37,79.25,531.31,347,25.1112267,55.13816528
746783395898880314,2,2.5,144905.79,79.74,800.58,227,25.0985,55.14019
1060590631038514929,1,1.5,144869.07,56.9,857.21,297,25.13111,55.15414
1290411912068991279,1,1.5,144567.92,72.13,657.13,305,25.11229983,55.13860031
1288923896938646292,2,2,144509.16,62.44,1047.17,221,25.09832251,55.14183518
1074512919515774132,1,1.5,144483.46,68.03,722.42,294,25.1313252,55.1529958
1160723877905157422,2,2,143984,59.89,1320.95,182,25.0967614,55.1394516
804854767799940565,1,1.5,143928.91,86.08,705.53,237,25.1113995,55.137291
48099333,1,1.5,143903.2,67.96,1027.88,206,25.13949,55.13696
1027301059755107237,0,1,143484.54,79.4,600.35,301,25.1137853,55.1399566
1295406915623634012,2,2,143469.85,57.14,1280.98,196,25.09893463,55.14088103
1252676981520410753,1,1,143403.74,86.79,519.58,318,25.11167395,55.13848447
603941665973608185,1,1,143385.38,76.47,848.43,221,25.09706,55.13945
1128860417099963984,1,1.5,143216.44,76.32,705.5,266,25.11132293,55.14345299
978094366675025805,3,3,142977.73,79,904.92,200,25.09892204,55.12091959
1253597348269902495,2,2.5,142933.66,69.57,992.59,207,25.09856054,55.14159217
1293985401840384979,2,2.5,142863.88,69.38,985.27,209,25.12552,55.15243
978771295058695371,1,1,142838.18,74.86,527.08,362,25.11217,55.13886
1176120567698357025,1,1,142750.04,65.02,679.76,323,25.11132,55.13966
1300516521834838893,1,1.5,142742.69,87.65,648.83,251,25.1315862,55.15299215
537061055239307515,4,3.5,142713.31,52.5,1359.17,200,25.11269951,55.14319992
1221510700270907257,1,1,142503.98,69.45,659.74,311,25.11299,55.13822
1241892301578190500,1,1,142140.4,87.01,707.17,231,25.11219,55.13864
1096860844183194015,2,2,141677.67,62.62,1098.28,206,25.09913,55.14025
1186726968139398662,1,1,141637.27,88.11,562.05,286,25.09785573,55.14069503
1157101870761560996,1,1.5,141556.47,92.86,573.1,266,25.1124317,55.138978
741214143378361955,1,1,141446.3,92.98,444.8,342,25.10006,55.122
1283981718996053502,1,1,141314.09,83,689.34,247,25.09946768,55.14005337
1259285794664810129,1,1.5,141273.69,84.89,739.65,225,25.1115768,55.13835573
47721452,1,1.5,141222.28,87.59,588.43,274,25.1294747,55.1531452
1284541644615280953,2,2.5,141071.7,79.59,904.31,196,25.11007917,55.14979349
918787435070096059,1,1,140719.14,94.3,500.78,298,25.11156044,55.13846777
1092631503503428125,2,2,140579.59,67.88,1073.13,193,25.1015713,55.1425683
1008659001005036408,1,1,140406.98,92.62,559.39,271,25.11032796,55.13760463
647616347118313659,1,1,139790,77.37,743.56,243,25.10963,55.1478
827908389307434967,2,2,139639.43,77.83,846.3,212,25.0975842,55.1399019
1175976656864117040,0,1,139536.6,98.33,474.61,299,25.11294,55.13813
996190609754128040,1,1.5,139290.54,82.48,721.71,234,25.1132402,55.1408354
1076739996461157065,1,1,139250.14,71.8,563.77,344,25.0975842,55.1399019
639529378562762876,1,1.5,139180.37,83.73,795.32,209,25.10499,55.14842
1285256416384276862,1,1.5,139077.54,48.77,1404.82,203,25.11378325,55.13995768
1208615429285645960,0,1,138614.8,93.17,507.75,293,25.111642,55.138211
1185412387761659563,1,1.5,138467.9,79.45,477.48,365,25.1121932,55.1386346
1122299220559241656,1,1,138196.14,68.84,568.71,353,25.09968607,55.14100737
1069475045235726954,1,1,137939.06,78.15,653.74,270,25.09994,55.1394
,1,1.5,137869.28,48.41,1130.08,252,25.128859,55.148647
1176484600757419645,1,1,137601.19,85.71,546.04,294,25.11213904,55.13870163
1221449280782882031,1,1,137325.76,71.85,707.86,270,25.11322,55.13952
1359341721300576113,1,1.5,137149.48,76.13,811.54,222,25.1095,55.14158
1192717320682349439,1,1,136976.87,78.47,606.09,288,25.09831,55.14188
1178034039857504939,1,1,136885.06,87.46,516.55,303,25.1121932,55.1386346
750458837975739181,1,1.5,136712.45,72.6,644.87,292,25.12759972,55.15399933
1017094414018749329,1,1.5,136705.1,74.5,731.04,251,25.11315,55.1395
1370789976914841481,3,3.5,136616.96,80.1,827.98,206,25.1087143,55.1484084
1111440997366620194,1,1,136481.08,75.09,637.76,285,25.09803,55.14043
1338297482137883313,2,2.5,136337.85,46.84,1228.27,237,25.10002093,55.14115957
1096112994831330440,1,1,136271.75,73.2,608.36,306,25.1121932,55.1386346
730866684003201325,1,1,136257.06,89.84,481.47,315,25.11642,55.13381
1314298474432992342,2,2.5,136253.39,64.29,1081.38,196,25.12763,55.15394
1355704824047531400,3,2.5,136062.42,53.93,1320.99,191,25.11304836,55.14322314
806382770321034417,1,2,135629.06,69.5,753.49,259,25.09972108,55.12056236
1117222961347708699,1,2,135566.63,94.31,681.24,211,25.1114,55.13729
1253277448306100311,1,2,135144.29,67.85,640.49,311,25.11165,55.13801
1283749449853806365,1,2,134916.6,81.33,737.25,225,25.11206,55.13866
772095729294141947,1,1,133987.45,86.71,540.27,286,25.09954483,55.14104127
1181309754893350604,1,1,133939.71,72.43,761.02,243,25.09845,55.13872
1019200463572612222,1,1,133403.53,52.71,980.91,258,25.12685,55.15302
808693337551676776,1,1,133366.8,73.78,676.99,267,25.09623,55.13908
1161418460565569613,1,1,133139.11,71.48,625.07,298,25.0978,55.13923
1308521964082062071,2,2,133061.98,58.33,826.47,276,25.09870054,55.14005353
1184909665864642768,2,3.5,133010.57,57.59,1209.19,191,25.1222497,55.1320653
615635657771021408,1,2.5,132988.53,70.97,671.66,279,25.1326,55.1517
,1,1,132691.06,68.15,721.15,270,25.1114,55.13795
1077393377408893074,0,1,132661.68,79.59,493.17,338,25.11215896,55.13864657
1098977872833698132,1,1,132654.34,90.31,508.25,289,25.09956625,55.14100022
,1,1,132624.96,64.18,771.08,268,25.11122,55.1379
1237486277757390938,0,1,132452.35,77.98,613.21,277,25.1121932,55.1386346
982370644753081681,1,1,132323.81,86.11,711.42,216,25.09755,55.14114
1282452599917622693,1,2,132173.24,86.92,584.84,260,25.10005,55.12138
,1,1,131927.18,65.81,640.42,313,25.11219,55.13863
760762900211923389,1,1,131879.44,66.79,720.65,274,25.098691,55.1401086
894620732980007855,1,1.5,131479.14,81.55,692,233,25.1111125,55.1396406
,1,1,131405.83,69,702.7,271,25.11091,55.1384
1137465028110857582,2,2,131391.14,61.29,987.9,217,25.1121932,55.1386346
548852505997216223,3,2.5,131288.31,85.64,815.46,188,25.10784,55.15011
1213154086462149942,2,2,131185.48,61.29,986.36,217,25.0977756,55.1403936
,0,1,130987.16,88.89,454.82,324,25.11707,55.13643
1223021429629392390,1,1,130876.99,74.59,484.73,362,25.1121932,55.1386346
1140412604051433162,0,1,130777.83,71.82,551.81,330,25.1121932,55.1386346
1044949044330007868,1,1.5,130300.41,78.24,696.79,239,25.1113995,55.137291
1019604297036883116,1,1,129753.2,76.16,527.45,323,25.1121932,55.1386346
1260040567903752507,1,1,129474.09,68.55,593.92,318,25.09818465,55.13959316
46779496,1,1.5,129242.73,80.97,595.59,268,25.127546,55.153675
1237613150683937328,0,1,129081.14,74.93,502.26,343,25.12861,55.15417
1034555652145129433,2,3.5,129059.1,49.45,963.13,271,25.11951,55.10919
1091149204640945978,2,2,129029.72,46.37,962.91,289,25.0981042,55.140921
1122287114195265264,1,1,129026.05,70.06,586.48,314,25.09982157,55.14089292
973585360955645314,0,1,128816.72,86.72,548.16,271,25.11178,55.1376
