AirBnB ID,Bedrooms,Bathrooms,Revenue,Occupancy Rate,ADR,Days Available,Lat,Lng
46759293,5,5.5,2030442.44,71.83,9953.15,284,25.10363405,55.14924962
22310925,5,6,1708106.85,67.81,8626.8,292,25.104,55.14785
745736607553255644,4,5.5,1474491.59,43.02,13283.71,258,25.1116577,55.1304098
1099975499031736708,7,7.5,1431923.61,61.41,7496.98,311,25.13507,55.1386
53405876,5,5.5,1291083.12,62.35,8120.02,255,25.0991,55.1252
758528236780875964,6,10.5,1285809.41,58.8,7264.46,301,25.11356,55.13106
1094803200886730761,6,5.5,1183320.86,72.43,7634.33,214,25.13276212,55.13733785
757801810236222307,5,5.5,1175413.97,57.6,5966.57,342,25.11258985,55.13052376
44388560,8,7.5,1140080.81,50.19,8702.91,261,25.12743,55.1341
1036598840002409071,6,6.5,1136661.71,72.22,6725.81,234,25.11872,55.12292
681026428070063125,3,3,1077765.78,56.83,6821.3,278,25.10426113,55.14855355
48163346,6,6,1067482.77,51.05,7311.53,286,25.10791016,55.12999725
1253407495091123317,3,3,905275.66,60.24,4595.31,327,25.10433,55.14877
,7,6.5,896935.41,46.15,8304.96,234,25.12522,55.13235
16718415,6,6.5,863971.02,58.82,5399.82,272,25.09885,55.12541
687968798670084941,5,4.5,863449.53,58.07,4211.95,353,25.12022395,55.13087136
607480399920434717,5,5.5,859578.71,65.45,5969.3,220,25.11714,55.12021
966361041615420549,6,8,822350.54,48.21,6796.29,251,25.11247511,55.13106078
,2,2.5,814817.35,66.22,5468.57,225,25.11771,55.11321
,2,3.5,776553.59,69.31,5546.81,202,25.11939,55.10992
1041871521054454060,6,6.5,775962.31,62.62,6015.21,206,25.12852,55.13139
1035346817397986983,7,6,759906.15,55.1,7036.17,196,25.12804,55.13585
1161389887280809853,4,4,757019.56,68.8,4136.72,266,25.11036,55.12168
1354834462785339146,7,6.5,750952.6,67.37,5866.82,190,25.1275158,55.13548623
,2,2.5,748624.23,79.34,4429.73,213,25.10904,55.14489
1144972440880912903,4,4,736787.77,78.75,2923.76,320,25.1107,55.13625
1036678775573363953,6,6.5,688229.99,49.3,6492.74,215,25.11973,55.12127
52545922,3,3.5,687352.26,55.19,4613.1,270,25.1040454,55.14843111
843855629541418263,5,5.5,680951.09,57.49,4795.43,247,25.12587,55.13011
581643252219572637,3,3.5,670969.24,59.18,3106.34,365,25.1039,55.14972
1142432302520416572,4,4,667109.44,78.2,3207.26,266,25.11944,55.12957
863594355293917578,6,5,661461.14,48.28,5249.69,261,25.12444,55.13148
1249766843684410513,4,4,641468.06,56.15,4682.25,244,25.11627389,55.12350579
35561050,4,4.5,627196.72,55.08,3503.89,325,25.12940788,55.13474655
1384649295138743749,7,7,614232.8,60.75,5435.69,186,25.11829781,55.12545866
802661798573518434,7,6.5,558851.52,75.98,3605.49,204,25.12361,55.1396
1071740900635987619,4,3.5,555469.15,89.86,1693.5,365,25.09841,55.14031
51997918,8,9,546379.71,23.32,12141.77,193,25.12731,55.13805
54285816,2,2.5,543320.52,84.86,2550.8,251,25.10324,55.14987
582315605497770881,4,4.5,542589.69,80.85,1890.56,355,25.09726,55.14052
613696981923953590,5,6,541443.87,35.38,7847.01,195,25.12805,55.13633
937560075364524006,2,2.5,539596.61,91.48,1620.41,364,25.1043296,55.1487691
47571895,3,4.5,530848.71,82.88,1923.36,333,25.13989,55.13592
1072544427893766900,4,4,523070.36,87.58,2004.1,298,25.11750156,55.11054014
1288385069716424400,4,4.5,509981.57,81.79,1992.12,313,25.10502256,55.1482853
1359344634951592488,4,4.5,502684.32,37.11,5291.41,256,25.10545481,55.14778433
867098721341231788,4,4.5,502441.93,64.71,3806.38,204,25.11654,55.12317
,2,2.5,491042.5,73.68,1948.58,342,25.10433,55.14877
944812032621764061,2,3,490234.55,60.32,2621.58,310,25.12694,55.15449
1229516091185214739,4,4.5,490054.59,81.87,1695.69,353,25.10886466,55.14671635
1278407077696258713,3,3.5,487204.73,84.92,2882.87,199,25.10808788,55.15069708
1066118050572298727,2,2.5,480480.39,86.11,1549.94,360,25.10396042,55.14720269
933013750575713802,4,3.5,478563.34,70.55,2195.24,309,25.11078,55.13733
893302637950323032,3,3.5,478188.75,87.63,1928.18,283,25.0976375,55.1401094
1267983333111587448,6,5,465544.34,46.7,4391.93,227,25.10834964,55.12212714
,2,2.5,450931.46,71.85,1840.54,341,25.10433,55.14877
947686257505463058,5,4,447695.99,46.09,3997.29,243,25.12081446,55.12820118
1359347220419398756,4,4.5,444306.27,50.27,4777.49,185,25.10249001,55.149432
760626188903670827,2,2.5,444100.61,75.85,1663.3,352,25.1043296,55.1487691
695963385836242013,3,3.5,437277.11,77.78,1952.13,288,25.105,55.14788
1327479357920859251,5,5.5,436586.68,54.3,3140.91,256,25.11935,55.13071
52382951,2,3.5,430009.24,62.19,1894.31,365,25.104765,55.148285
47546211,3,3.5,427137.34,74.35,2135.69,269,25.13955,55.13734
41087431,2,2.5,424662.08,78.27,1614.68,336,25.10433006,55.14876938
738847765203671117,2,2,418775.06,78.86,1675.1,317,25.10431017,55.14879056
52545071,2,2.5,413174.5,78.66,1601.45,328,25.10433006,55.14876938
43120272,3,3.5,411621.03,83.46,1941.61,254,25.13992,55.13792
607450180569616880,0,2.5,410614.77,65.09,1983.65,318,25.10368,55.14736
1120859172830551597,2,2.5,409421.21,83.39,1539.18,319,25.1048,55.14832
1141152298828749123,2,2,406597.05,81.99,1823.31,272,25.10397013,55.14911779
1065994193644530610,3,3.5,403141.23,85.09,1471.32,322,25.09746643,55.1401763
1066399828336704016,3,3,402748.28,87.67,1258.59,365,25.11143545,55.13799087
842401848124034523,2,2.5,395465.71,73.76,1481.15,362,25.10411,55.14857
1248308717424363235,3,4.5,393941.62,81.64,1321.95,365,25.12226,55.15442
1278086793923919965,4,4.5,391712.42,38.66,4257.74,238,25.1200612,55.1103807
49411605,2,2,390467.44,74.77,1626.95,321,25.10434914,55.14872742
1141019716590861323,3,3,384304.99,71.19,1830.02,295,25.10394198,55.14918512
1293366180679607978,4,6,380324,47.12,4225.82,191,25.113357,55.1243023
1189751492020123635,3,2.5,378675.04,97.19,1564.77,249,25.09666411,55.1392552
1315743730691218824,5,4.5,374506.76,40,4255.76,220,25.09717844,55.13882269
,4,4,371568.76,58.56,2412.78,263,25.107079,55.152233
1255833177682588745,2,2,371058.28,70.56,1460.86,360,25.09866589,55.13935443
1234575867823890634,4,5,368278.2,85.1,2080.67,208,25.11003,55.13911
736597806555643901,3,2,367764.05,61.29,2150.67,279,25.10437,55.14924
1080092622379241143,3,3.5,365046.4,77.09,1466.05,323,25.0987351,55.1411128
1191740190119636405,2,2.5,364807.69,81.61,1712.71,261,25.10472681,55.14842342
1111413113565263079,2,2,362354.46,67.17,1624.91,332,25.11127,55.14069
1252885063641252427,3,3.5,359794.73,62.29,1613.43,358,25.09871674,55.14110947
1303463564063179667,4,4.5,350925.64,60.54,2599.45,223,25.11860863,55.13330927
1014894465005034339,3,3,349596.2,42.15,2551.8,325,25.10402,55.14947
964944015418224717,3,3.5,349519.07,76.92,1248.28,364,25.11505,55.13963
1142038126917727009,4,6,349419.92,45.67,3678.1,208,25.12455,55.13333
1262380432343192441,2,3,349247.31,43.73,2328.32,343,25.11371732,55.14121918
52835157,2,2.5,348850.68,87.95,1086.76,365,25.111099,55.139713
735909769812027797,2,2.5,347425.75,72.94,1400.91,340,25.10577,55.14783
800420530091204305,3,3.5,344036.03,68.18,1911.31,264,25.11646,55.13975
1060592356091581552,2,2,341571.79,77.69,1211.25,363,25.0981042,55.140921
638750245797196461,2,2,340433.31,78.48,1436.43,302,25.10639,55.14694
964983214354600480,3,3.5,337583.45,74.64,2164,209,25.11251,55.1382
1240343271370865394,2,2,335442.39,85.63,1125.65,348,25.09929,55.1421
1252620822564591186,2,2,335306.5,81.99,1132.79,361,25.09964333,55.14017349
1365808478990208340,5,5,332735.75,46.23,3395.26,212,25.12768252,55.13083363
724024402372426519,2,2,331876.39,83.52,1091.7,364,25.09918593,55.14090087
1292510482913434173,3,2.5,331501.79,73.08,1453.96,312,25.10842343,55.14809394
613718911476343470,7,7,329959.35,36.65,4713.7,191,25.12283,55.14414
1179992235851328216,1,1.5,328442.6,71.43,1263.24,364,25.10523,55.14803
1162198003649788202,3,3.5,323749.15,86.81,1024.52,364,25.0990814,55.1215699
1268003258297214510,2,2,319885.68,74.18,1767.32,244,25.10433,55.14877
1318662055900802148,3,3.5,317965.31,44.27,2838.98,253,25.11883656,55.13309472
759714371990411247,2,2.5,316198.84,80.82,1071.86,365,25.11097026,55.14019309
1294764177535202085,3,4.5,315082.39,82.38,1684.93,227,25.10495455,55.14783469
949743151072613366,3,3.5,314851.03,69.93,1521.02,296,25.09849,55.14069
,0,1,313371.01,80.35,1143.69,341,25.110128,55.141605
1320080873869539629,5,5.5,311714.71,77.1,1543.14,262,25.09958,55.12101
1249722268673515844,5,5,311564.14,37.5,4327.28,192,25.11101363,55.13328048
610714852136032542,2,2.5,311189.54,74.47,1778.23,235,25.10433006,55.14876938
1289791757484412121,3,3,310807.6,79.07,1523.57,258,25.12056328,55.11081254
1128726195156061931,2,2.5,309334.93,85.48,991.46,365,25.12867255,55.15391686
1151371474689072305,3,2.5,307821.86,74.06,1197.75,347,25.10948,55.13657
1115104725532931570,2,2,305864.41,72.08,1499.34,283,25.10502887,55.14694953
866475645650963424,2,3,304494.57,91.2,1175.65,284,25.11177,55.13548
,2,2,304355.01,80.92,1157.24,325,25.09874,55.14111
990430943560580744,4,3.5,304307.27,77.34,1188.7,331,25.0967614,55.1394516
1277673999781255556,3,3,303921.66,74.63,2026.14,201,25.09977,55.12146
1364553468470191023,4,3.5,303657.24,86.26,1668.45,211,25.09968139,55.14312845
53870430,1,1.5,303069.64,76.44,1086.27,365,25.10433006,55.14876938
1048941235132435356,3,2.5,302184.24,80,1510.92,250,25.11699,55.14151
1306329571086994727,3,2.5,299187.48,62.62,2319.28,206,25.1047651,55.1482853
1049806817661932891,2,2.5,298078.38,64.75,1886.57,244,25.11099391,55.13960564
,3,3.5,294567.47,88.71,1071.15,310,25.1137,55.13665
1265791370295321631,4,3.5,293340.86,65.33,1496.64,300,25.09679604,55.13942128
54313237,2,2.5,293105.82,88.02,1734.35,192,25.11086,55.14052
1359342153466575023,1,1.5,292767.95,61.13,1591.13,301,25.10366709,55.1502014
1043331473239218816,4,4,292690.83,95.09,1374.14,224,25.09689,55.14206
46483762,2,2.5,291923.27,46.39,2392.81,263,25.12076,55.112
1241855145723193243,2,3.5,291394.43,68.21,1234.72,346,25.1069622,55.152668
1303649359346884915,2,2,290461.62,78.38,1251.99,296,25.09872034,55.13996441
871463965921258560,1,1.5,289605.93,70.71,1211.74,338,25.10408,55.14869
681029123362098077,4,4,289022,14.62,7811.41,253,25.10426356,55.1486367
1355511153573216420,4,4.5,288485.81,53.74,2364.64,227,25.11788896,55.13492564
809862617516894555,3,3.5,288107.55,74.92,1205.47,319,25.09720792,55.13973706
1214286470283304536,2,2.5,287938.61,89.59,880.55,365,25.111296,55.138738
1020006755000717527,2,2.5,287916.58,97.16,1050.79,282,25.1269446,55.153537
912017785656694597,2,3,286987.43,53.33,1888.08,285,25.13179,55.15283
1070715493611412169,3,2.5,286480.63,84.15,1284.67,265,25.11684,55.14103
1028050336587522123,4,3.5,282591.45,63.87,2316.32,191,25.09831,55.14001
1110554560333046998,4,3.5,282506.99,58.24,1426.8,340,25.1011489,55.1421993
1110614374862938682,3,3.5,281284.04,76.92,1339.45,273,25.09728,55.13895
1054248567605944014,2,2,279253.15,64.74,1382.44,312,25.09786978,55.14074018
1157145842214333048,2,2,278511.31,88.22,864.94,365,25.11175,55.13928
1039570926864383500,5,6,277057,40.11,3795.3,182,25.11311,55.14731
,3,3,276182.94,82.61,1118.15,299,25.11757,55.10961
1269303613994223909,1,1.5,274680.89,85.8,967.19,331,25.10530829,55.14749721
1359346147121268231,2,2.5,273498.35,59.86,1580.92,289,25.10292313,55.14964927
1227436630440777326,2,2,272091.78,90.14,827.03,365,25.1113383,55.13810352
746821155622651432,4,3,271496.83,42.59,2951.05,216,25.12004,55.12942
975899060004416068,2,2.5,270398.76,82.25,1191.18,276,25.10968,55.13625
1236716648345759407,3,4.5,270325.31,75.4,1145.45,313,25.10776,55.15037
,3,3.5,268444.99,81.73,1667.36,197,25.107,55.15265
1268170950345904893,4,3.5,267622.35,87.85,1683.16,181,25.09769981,55.14037628
1338379578014259167,5,5.5,266987,48.45,2840.29,194,25.1126,55.14369
1110504282207128784,1,1,266913.55,87.87,898.7,338,25.12858885,55.15347968
1217374569163675341,2,2.5,266469.18,73.7,990.59,365,25.11130642,55.13808743
1125260700241973029,3,2.5,266381.04,88.78,1402.01,214,25.10969,55.13636
1146824549793277881,2,2,265874.24,64.87,1468.92,279,25.09872,55.1404
1049873866106070842,2,2,264302.41,79.12,1341.64,249,25.10989491,55.14036309
1219396761671774517,3,3.5,264298.74,78.57,1144.15,294,25.09915677,55.12161571
1329348804037480222,2,2,264210.6,63.84,1527.23,271,25.10396823,55.14905441
1048965971925490168,4,4.5,264034.32,53.2,2444.76,203,25.1131053,55.1473081
54322608,1,1,262950.93,77.55,988.54,343,25.10923,55.14354
1234705356899041726,2,2,262473.5,68.77,1045.71,365,25.09781,55.14046
1211452290915168419,1,1.5,260501.37,86.85,821.77,365,25.1175699,55.1096153
1037042848693356954,2,2,256524.06,78.18,1068.85,307,25.0993211,55.1407235
1197052751999715716,1,1.5,254607.01,86.3,808.28,365,25.1137853,55.1399566
1267348887079038715,1,1.5,254493.16,79.2,982.6,327,25.1269446,55.153537
1243214936217234557,3,3.5,254144.28,68.22,1444,258,25.09736,55.13885
48844158,3,2.5,252811.16,57.09,1696.72,261,25.1159397,55.1385487
1297623992539686219,2,2.5,252656.91,96.67,871.23,300,25.11206081,55.13874608
1194070207420505171,1,1.5,251661.67,87.4,806.61,357,25.13233,55.15364
1059177833541590273,2,2.5,249869.49,85.65,1268.37,230,25.1090367,55.14867794
1135312640670479657,2,2.5,249450.82,79.18,863.15,365,25.12731,55.15239
663361463082927004,2,2.5,248852.2,67.38,1136.31,325,25.11700058,55.10969925
1259959705016972604,3,3.5,248848.53,74.54,1231.92,271,25.12247891,55.15337526
894790461124874200,2,2.5,248069.96,69.25,1029.34,348,25.11664804,55.10961091
973757506064456575,2,2,246821.31,84.09,1111.81,264,25.09806275,55.1396685
1224406464531707784,2,2,246795.61,79.45,851.02,365,25.09874485,55.14114285
917414208875417180,1,1.5,246009.69,72.19,1128.48,302,25.1043296,55.1487691
1386741877453377895,4,3.5,243549.12,41.36,3082.9,191,25.1213533,55.13126174
1264987499337917341,2,2.5,243299.39,89.24,772.38,353,25.10879846,55.14192818
1283419742120403270,2,2.5,243137.8,91.84,900.51,294,25.13125776,55.15300984
1217243448676429468,1,1.5,242568.56,72.78,1019.2,327,25.1121932,55.1386346
1179518401756239659,3,3.5,242443.69,74.58,1354.43,240,25.0987351,55.1411128
811306449705994511,1,1.5,241095.89,67.59,1230.08,290,25.11075,55.13665
1260813473769806536,2,3,240853.5,49.61,1881.67,258,25.1141786,55.1403554
1049832182508679558,2,2,239406.54,50.76,1800.05,262,25.11866,55.10945
,2,2.5,239278,91.97,949.52,274,25.13126,55.15301
749688060169485485,2,2.5,237610.69,56.71,1405.98,298,25.12764511,55.15404249
719276303778165002,2,2.5,237221.4,79.82,1332.7,223,25.10311,55.14847
604929452485114464,3,3.5,235899.3,78.14,1404.16,215,25.10799,55.15206
594899696356082779,1,1.5,235855.23,78.16,1156.15,261,25.113775,55.13966
1187631443502397919,2,2.5,234768.17,63.75,1150.82,320,25.12763,55.15394
1045581565212307392,1,1.5,234643.31,94.25,682.1,365,25.11200284,55.13854045
1280136315036045880,2,2,234525.79,56.41,1522.89,273,25.0981098,55.13958658
1227978165322399503,2,2,234213.62,62.94,1301.19,286,25.10456739,55.14823162
41021775,2,3.5,234070.4,89.38,818.43,320,25.12259102,55.11135483
1117918028725679331,1,1.5,233916.15,85,859.99,320,25.11440901,55.13975444
1176518416677885028,1,1.5,233633.37,91.23,701.6,365,25.11207634,55.13867359
1140990152782494672,4,3.5,232652.81,73.93,1491.36,211,25.0990416,55.14022
1148371665974157141,2,3,231738.36,85.36,845.76,321,25.0987351,55.1411128
,3,3,231271.95,62.07,1835.49,203,25.1137,55.13665
1131722020670035347,2,2,231080.98,70.79,1036.24,315,25.0983984,55.1406875
1006227499838477435,1,1.5,229902.11,77.34,898.06,331,25.1069979,55.1526539
1242665933136019189,1,1.5,229351.24,88.68,813.3,318,25.13098642,55.15304433
1160690869135596261,2,2,229193.32,83.33,996.49,276,25.0977249,55.1402709
1237597989498807607,2,2,229178.63,73.17,1273.21,246,25.0976,55.13903
1167145393654249407,4,3,229141.9,65.98,1441.14,241,25.10786,55.15059
868989539618787557,3,3.5,228995,44.92,2160.33,236,25.1398,55.13837
1115027166768071037,2,2,228223.78,72.25,867.77,364,25.09902,55.14162
960513527778075457,4,3.5,227643.52,62.18,1331.25,275,25.0992385,55.1399058
1309914922033866327,3,4,227085.3,89.41,995.99,255,25.0976062,55.13822331
984484488534649008,2,2,226890.66,82.13,865.99,319,25.09754718,55.13998687
1188266313370020824,3,2.5,225957.85,87.25,1269.43,204,25.11154,55.13488
973924244675502360,2,1,225498.78,64.9,1418.23,245,25.1286,55.15399
41388491,2,3.5,225432.68,98.11,867.05,265,25.12083435,55.11099243
917825195892514686,2,2,225164.59,76.43,1052.17,280,25.11569,55.14152
,1,1.5,225138.88,66.96,1500.93,224,25.10433,55.148769
1336153008125839704,2,2.5,224294.2,63.44,1267.2,279,25.11758667,55.10960796
932359815210325998,4,3.5,224136.29,56.59,1932.21,205,25.0967221,55.13947205
704958509156598998,1,1,223893.9,75.31,1243.86,239,25.0989,55.13931
1151979958392624608,2,2.5,223809.43,82.18,1348.25,202,25.10403181,55.14832822
647859569593494573,2,2,223798.42,58.7,1184.12,322,25.0975842,55.1399019
1270809060331670174,3,3.5,222898.65,70.2,1295.92,245,25.0987642,55.1401943
770762070310304528,2,2.5,222681.98,65.56,1258.09,270,25.12949944,55.15309906
683714509112428279,3,3,221686.73,67.14,1572.25,210,25.11764534,55.10996584
1260039067525834845,3,3.5,220632.72,90.12,1007.46,243,25.10997345,55.13829535
1127399520562509249,1,1.5,219571.37,99.62,834.87,264,25.12848,55.15373
,1,2,218925.01,80.09,1295.41,211,25.09912,55.14024
944857093302783064,2,2.5,218844.22,75.35,1008.5,288,25.113739,55.136643
1049951699706196706,1,1.5,218796.47,95.33,715.02,321,25.11196398,55.13877649
1283105866949331559,2,2,218653.25,73.21,1066.6,280,25.0981,55.1398
1045443793067394096,2,2.5,218561.43,81.79,853.76,313,25.1308085,55.15325566
750428464089293077,2,2,218263.96,63.16,1136.79,304,25.12044,55.11142
52873384,2,2.5,217871,58.77,1757.02,211,25.10366,55.1476
1039594870058876599,2,2,217129.16,58.33,1409.93,264,25.12804,55.15445
,1,1,216692.13,72.88,971.71,306,25.130262,55.15384
1141839920821152736,2,2,216431.38,72.33,819.82,365,25.0981,55.14092
1228020414635212198,2,3.5,215641.8,72.7,880.17,337,25.09908536,55.12159591
44465559,2,2.5,215494.9,88.8,936.93,259,25.12597,55.12266
1298590671378908804,2,3.5,214933,77.13,951.03,293,25.10814077,55.14927934
749688735683051121,2,2.5,214646.55,61.09,1367.18,257,25.12764511,55.15404249
1011410413977114644,0,1,214584.12,78.59,800.69,341,25.11429,55.13899
,1,1.5,214275.63,63.61,1066.05,316,25.12023,55.10957
42134915,2,3.5,214150.76,92.36,843.11,275,25.11992,55.11121
1122931264948876465,2,2,214000.19,80.99,772.56,342,25.10008,55.1406
754892681291552181,2,2,212696.45,53.82,1208.5,327,25.09737,55.1399
,3,4.5,212659.73,84.76,1194.72,210,25.10433,55.14877
1228887118172028203,1,1,212534.86,76.92,850.14,325,25.09984,55.14083
865626499752065013,2,2,212141.9,77.42,982.14,279,25.09949399,55.14061492
1204189715323205037,2,2,211076.88,90.42,972.7,240,25.09928835,55.14068325
1221956039651910506,4,3.5,210790.43,61.48,1334.12,257,25.1127059,55.143224
998960972951022567,1,1,210772.06,65.4,1225.42,263,25.11276,55.138
1333958939262367704,2,2,209604.21,72.61,1197.74,241,25.0978549,55.1404177
1004874227187191158,1,1,209538.1,92.56,623.63,363,25.11151317,55.13859169
1380928593250917834,3,4.5,209501.38,50.83,2277.19,181,25.1189803,55.1314434
1260666417853128370,1,1.5,209126.78,89.1,882.39,266,25.1069979,55.1526539
