AirBnB ID,Bedrooms,Bathrooms,Revenue,Occupancy Rate,ADR,Days Available,Lat,Lng,Location,Building Name,Unit Type,Distance (m),Confidence,Status
760626188903670827,2,2.5,444100.61,75.85,1663.3,352,25.1043296,55.1487691,Palm Jumeirah,"CLUB VISTA MARE, Palm Jumeirah",Apartment,1368,medium,manual_check
