Airbnb ID,Airbnb URL,Revenue Potential,Days Available,Annual Revenue,Occupancy,Daily Rate,Bedrooms
1121875871279191296,https://www.airbnb.com/rooms/1121875871279191296,65.2k,190,65.2k,28,1.2k,
1239750397410713136,https://www.airbnb.com/rooms/1239750397410713136,68.7k,205,64.7k,54,582.9,
1053397967484761275,https://www.airbnb.com/rooms/1053397967484761275,115.5k,198,64.2k,60,544.2,
1318610257390581717,https://www.airbnb.com/rooms/1318610257390581717,63.3k,264,63.3k,62,385.9,
1178225483583415584,https://www.airbnb.com/rooms/1178225483583415584,88.5k,233,63k,71,379.4,
1090433379192419624,https://www.airbnb.com/rooms/1090433379192419624,69.5k,187,62.7k,38,883.2,
732651517654816388,https://www.airbnb.com/rooms/732651517654816388,89.8k,218,62.6k,72,401,
1299199902396217301,https://www.airbnb.com/rooms/1299199902396217301,94.9k,204,62k,53,574.5,
1129004269501556286,https://www.airbnb.com/rooms/1129004269501556286,62k,204,62k,50,601.9,
1252811631502103877,https://www.airbnb.com/rooms/1252811631502103877,64.4k,248,61.7k,51,490,
1275588529963831372,https://www.airbnb.com/rooms/1275588529963831372,93.5k,192,61.7k,41,781.4,
1309131780851428717,https://www.airbnb.com/rooms/1309131780851428717,61.7k,226,61.7k,50,541.3,
1078063303098174984,https://www.airbnb.com/rooms/1078063303098174984,61.7k,223,61.7k,30,907.2,
1128065741388551863,https://www.airbnb.com/rooms/1128065741388551863,117.4k,189,60.6k,36,891.5,
1299896815088980391,https://www.airbnb.com/rooms/1299896815088980391,73.8k,219,60.4k,63,440.9,
1259275511477677492,https://www.airbnb.com/rooms/1259275511477677492,81.5k,191,59.6k,65,476.8,
1276664792894749924,https://www.airbnb.com/rooms/1276664792894749924,66.3k,219,59.2k,42,650.8,
1214405782785075374,https://www.airbnb.com/rooms/1214405782785075374,94.1k,181,59.1k,62,527.8,
1325314175386698236,https://www.airbnb.com/rooms/1325314175386698236,80.8k,225,57.1k,64,399.6,
21626081,https://www.airbnb.com/rooms/21626081,62.5k,215,57k,71,372.7,
1310585679598601744,https://www.airbnb.com/rooms/1310585679598601744,66.9k,215,55.8k,49,526.8,1
1363447610368406143,https://www.airbnb.com/rooms/1363447610368406143,66.8k,189,55.2k,63,463.9,
1349018120653232292,https://www.airbnb.com/rooms/1349018120653232292,56.6k,229,54.8k,71,336.4,
1375180964741036553,https://www.airbnb.com/rooms/1375180964741036553,53.9k,195,53.9k,60,461,
42527110,https://www.airbnb.com/rooms/42527110,71.9k,184,53k,63,457,
1318724474118143468,https://www.airbnb.com/rooms/1318724474118143468,73.5k,182,52.5k,61,473.1,
1114314938414103841,https://www.airbnb.com/rooms/1114314938414103841,86.6k,191,52.1k,50,543,
1230144136004738382,https://www.airbnb.com/rooms/1230144136004738382,88.9k,219,50.3k,42,540.4,
1370097812181872868,https://www.airbnb.com/rooms/1370097812181872868,49k,194,47.2k,32,761.6,
